hash,move,score - This file contains all positions with 4 moves on a 8x7 board.
144397766943113475,3,3
72908620349636866,3,5
72342371861333250,4,3
144397766909559046,4,8
144399965899325699,2,4
72340181428011526,3,7
145523666782847235,3,3
217018310867353860,4,4
72340172871631366,4,7
72903122791497993,4,4
144961816341053699,5,4
72904222303256834,4,4
216455360913933060,5,3
72340172838077957,4,4
72342371861332486,3,5
73747547721630466,4,5
144397766892781831,3,0
145805141759557891,3,4
73749746744885506,2,5
75717872558604546,3,5
144397771170971911,4,0
72342371861332995,4,4
144398866387632899,4,3
72903122791498246,3,4
216455360913932553,4,2
72340172871631875,3,0
144397766876135939,2,3
144397766876005635,3,3
72903122791498755,4,3
72340172871696899,3,5
144397766876070151,4,2
72340181444788739,3,4
72903122808275459,3,0
72340177133044995,3,-1
72342371878109699,3,0
72340181428012035,4,4
72340172854985219,3,3
74029022698340866,1,5
73747547721629957,3,4
72903127086596354,4,3
144397766876005891,4,5
72340177166598659,3,2
72342371861398019,4,4
144397766876004871,4,4
144398866387632391,5,2
144397766876005126,4,5
144397775465939206,3,8
288512954951860487,3,4
72341272383259139,3,5
216455360913932554,2,3
216455360930710019,4,-2
144960716829426179,3,2
216455360913933315,4,1
144397766876135686,2,5
72340172838208006,5,5
144397766892782339,3,2
72340172854854151,4,-2
72340172905185795,3,-2
144960716829425926,3,4
72340177133044231,0,-2
72340172838077702,4,2
72340181428077059,4,5
72342376156299779,3,-3
72340172838339841,3,25
144399965899260166,3,5
72344570884588035,4,3
72340177133175299,4,0
72342371861334529,4,6
72340181428013569,3,6
72903122791563779,4,3
72340172838142471,4,2
72340172905186561,2,25
72340172838081793,3,3
72340172871633409,4,6
72340172838208515,2,-1
72621647848342019,3,5
72340172854856449,3,2
72621647814918659,4,2
73466072744919555,4,3
72341272349705475,3,-2
72340181444789505,3,3
72340190017946115,4,1
72341280939639299,4,3
72903127086465539,3,-2
72341272349836545,3,25
72341272383259905,2,25
72341272349835779,2,0
72903122808276225,3,-1
72340172871697665,3,4
72342371878110465,3,-2
72340177133176065,4,0
72621647814919425,3,25
72621647848342785,2,25
72340172838078979,4,0
216455360913998339,2,0
72340172854854915,3,-3
72340177166599425,4,5
72340172838209793,3,25
72340172838078723,3,-3
72340172838076941,3,0
72340172838210049,4,3
72342376156300545,5,2
74873447628472579,3,3
72341280939640065,4,7
72903122791500289,4,4
216736835890643459,3,-1
72621656404722945,3,4
72340172838405377,4,5
73466072744920321,3,3
72340181428077825,2,5
72903127086466305,4,-2
72621656404722179,4,5
73466072744984835,4,0
73466077039886595,4,-3
72340172838077447,1,0
72904222303126785,3,3
72903122791564545,5,3
72341272349707009,3,4
72340190017946881,4,2
72623846838043139,5,3
72342371861464065,5,6
72340172871762945,1,3
72340181428143105,5,5
72340172905316865,4,1
72340190018077185,5,3
72340172838470657,5,5
72341272349704711,5,2
72627145372926721,4,4
72340177166729729,4,1
72340181444919809,4,4
72340172855247361,3,6
72340172838079234,4,4
72340172854985985,3,-3
72621647848473089,4,6
72340172871633153,2,25
144679241852715779,3,3
72340181461566465,5,25
72342371894887425,4,25
72342371861660161,3,4
72623846838043394,5,3
216456460425560579,5,0
72621656404853249,3,6
72341272383390209,3,4
75154922605183234,4,4
72340172938740737,3,10
73467172256547075,5,1
72340181461631489,4,8
144679241852715271,4,2
72342371878240769,3,5
72340177133437441,2,3
72340172921963011,4,4
72903122825053185,4,4
72342371945218561,2,5
72340172871893505,4,2
72621647815180801,4,6
72340190051500545,5,25
73186796791464195,3,3
72623846838174209,2,6
72621647814787591,4,2
72623851133010689,4,3
72621669289624321,5,3
72344570918142465,4,25
72340181428339201,4,5
72621669289623811,3,2
72340172921963777,3,4
72621656438276609,3,8
72342371894952449,3,7
72340198607881217,4,17
72342380451267585,3,25
72903131381433345,5,25
72340172938805761,3,7
72342371861398785,5,3
72621647915450881,3,8
72342380451332609,6,25
72622747359970049,2,25
72340181511897601,3,7
72340181495120385,5,25
73184606358143235,3,3
72341280973193729,3,7
72340198607946241,3,8
72340172922094081,3,6
72340172871959041,3,6
72341280939770369,2,4
72623851133010179,4,2
72342376189854209,3,3
72341272450368001,3,7
72340177233707521,3,5
72340198624657921,4,5
72622755916350209,4,7
72340194312913411,4,4
72344579474522625,3,25
72621652143309059,3,4
72342380468044289,5,5
72340181428013313,5,4
72346769907844097,5,17
72905321814754305,4,25
73184597768339715,3,5
72621652143309569,3,4
72342376156430849,4,2
72622747326546689,3,25
72346769907909121,4,6
72342371928441345,4,25
72346769924620801,5,5
72622747326546179,3,0
72340194312914177,3,5
72342389041201665,3,25
72340181428273665,2,4
72621656421499139,4,3
72621656421499649,4,4
72342393336168961,4,5
72903122791629825,4,3
72342371861594625,4,4
73184597801763075,3,6
216455365208900099,4,-3
72340194346467841,4,7
72342371861334273,4,4
72623846838043905,5,4
72341272350097921,2,5
72621652109885699,3,0
72340172838339075,2,-1
72344570884588801,3,-3
72622755916349699,4,5
72621647898673921,3,5
73466072761696515,3,-3
72346774202810881,5,4
72621656404787969,4,5
72621647881896705,2,25
72621647831695619,3,0
72621652109755139,3,1
72621647815049985,3,25
72622747326416641,1,4
72345670396216577,3,5
72621647898673411,3,5
72903122791500033,4,2
72340177133046529,2,-2
72340194313044481,4,6
72340172838863361,4,4
72341298119508481,4,6
72353366977610241,4,4
72623846854820099,3,0
72340173039403521,3,5
72345670429770241,3,6
72344570884719105,1,4
72621656404787459,4,5
72340224377684481,3,5
72621652109886209,3,0
72621647831566081,3,4
72622747326415619,3,2
72621647831696129,3,0
72621647815049475,3,3
73184597768210177,3,5
72345678986150401,5,6
72621647848407809,3,3
72621656404723201,4,6
73184597768209155,3,2
72621647881896195,2,2
72621647848343041,3,6
72623846854820609,3,3
72621652109756161,5,-1
72904222303126019,5,2
72621664994657025,6,2
72621647848341766,4,7
72621647814790401,4,4
72621647848407299,2,4
72621656404721926,3,7
72622747359969539,5,4
72627145372926211,3,4
72340172871696646,3,6
72621647831564551,3,-2
73466072744920577,4,3
74591972651761923,4,-3
72621647815115521,4,5
72345670396346881,2,5
72340172838144769,2,3
72621647815115011,4,4
216455360913932806,2,3
72621647814919681,5,5
72621647814854401,1,3
72345670396215811,5,4
72340172838404611,4,4
72623846838044161,2,5
72340181428207875,4,0
72621647831565059,3,-1
72340181428076806,4,5
72621652109754631,3,-3
72342371878174979,3,0
72340172854919939,3,0
72340177133110019,4,0
72340172854919431,0,-3
73747547721630211,3,3
72340172838143235,3,-3
72623846838108419,5,3
72903122808340739,4,-1
72903122791563526,3,3
72621664994656515,4,-2
72621647814788611,4,4
72621647814789889,5,3
72622747326415111,4,-2
72340172871827715,2,-2
72903122791694595,4,-3
72340172905251075,3,0
72626045861298435,5,0
72340172838273287,2,-1
216455360930775299,4,-2
72342371861528835,2,-1
144397766876004621,2,3
72621647814918406,4,4
72340172838601473,3,25
72903127086530819,3,-5
72340181444854019,4,5
72340181428078081,3,5
72340177133109511,3,-3
72341272383324419,3,3
72340172871697921,3,6
72344570884653315,4,0
216455365208965379,3,-3
72342371861399041,3,5
72340177133306115,3,-3
72340172905251585,3,2
72340172854920961,1,5
73184597768208647,0,-3
72342371861397766,3,3
72340190018011395,4,-1
72340177133111041,4,4
72340181444854529,3,5
72340181428208385,3,0
72621647814852871,4,1
72341280939704579,4,2
72341272349967105,3,25
72903122791564801,3,5
72903122808341249,3,2
72904222303191299,5,0
216456460425625859,2,-1
72904222319902979,5,0
72340172838274817,1,3
216455360913998086,3,0
72340172838732034,3,6
72903127086531329,4,0
72904226598093059,3,1
72340177166664449,2,4
72341280939705089,4,5
72340172838600963,3,-5
72341272349769991,2,0
72341272383324929,3,3
72340172905447681,1,25
72340172855116035,3,-4
72621647814787846,4,4
72341272349771521,1,3
72342371861529345,2,2
72340172871828225,3,2
72340190018011905,4,0
72340190018208001,3,25
72342376156365569,4,5
72342371861922049,4,5
72340172838666499,3,0
72341272349966595,5,-2
72341272383521025,1,25
72621647814788355,1,-2
72340177166663939,2,4
72340172839387393,4,2
72340172838145281,3,2
72340172872155393,1,25
72351167954354689,4,5
72340172872220929,3,4
72342371878371585,3,2
72340172838143491,1,5
72340181461762305,4,2
72340172922028291,4,4
72351167954354434,4,5
72342371878175489,3,5
72340172938936577,3,6
72350068442727169,3,2
72341293824672001,6,5
72340172922028801,1,5
72340172838340097,2,3
72341280939901185,5,4
72341272350359809,3,3
72341293824540931,3,2
72342376156365059,3,-3
72904222303191809,2,-3
72340172855509249,3,3
72340181511962881,3,7
72340181428535553,3,25
72341293824541441,3,4
72342380451463425,6,25
72343471406514945,2,25
72340190051565825,4,2
72343479962895105,4,3
72340177233772801,3,6
72340173039468801,3,5
72340181428601089,4,6
72341276678226689,3,6
72340194312978691,3,2
72340177133699329,4,4
216736835890643206,4,2
72344570884849921,3,-3
72341280973259009,2,3
72341276678357249,3,5
72341280956547329,5,5
72340177166860545,1,-3
72340181495185665,2,3
72340198624723201,4,6
72343471373091585,3,25
72343471373353217,2,8
72341272450433281,3,6
72342371895083265,2,3
72341276644803329,3,2
72341276644802819,3,0
72341272416944385,1,25
72341272433721601,3,5
72340194313175297,2,3
72623846838108929,5,3
72341276645064961,3,5
72340177133306625,2,-2
72342376156561665,4,-3
72342371861856513,2,-3
72341272349770499,4,-3
72341289529704705,4,3
72341272433591041,4,5
72340198608077057,4,5
72341280956416769,3,5
72903122791695105,2,-3
72341276678226179,3,6
72340194346533121,2,8
72341272366874881,5,5
72340172855116545,3,-3
72341272416813825,2,25
72341276644672259,3,0
72340194312979201,4,5
72344570884653825,2,2
72341289529574145,4,2
72340181445050625,3,-3
72341272366483201,4,4
72341276644673281,3,0
72341280939966721,4,6
72343471372961537,1,3
72340172838338822,2,2
72343471406514435,2,-3
72340172922224897,3,6
72341272383586561,3,5
72344570884589057,4,4
72344570884915457,3,4
72343479962894595,5,3
72340224377749761,4,4
72341272433590531,4,3
72341272350490881,4,3
72345670396281601,4,3
72341272350032641,2,4
144397766876070659,5,0
72340172838732289,5,4
73466072744919302,4,2
72344570901364995,3,-3
72341272416813315,3,0
72341272366612739,3,-2
72344575179555075,5,-3
72344570901365505,3,-3
72341289529573635,4,0
72341280956416259,5,4
72343471373091075,5,-2
72340172854984966,3,3
72344575179555585,5,-3
72348968931098883,5,-3
72341280939640321,4,4
72341272366481671,4,-3
72343471372960515,5,-4
72345670396281091,5,4
72341272366482179,4,-5
72341272350032131,2,4
216455360914129155,3,-3
72340172838667009,5,3
72340177200152835,3,2
72341276644671751,3,-3
72341272366613249,3,-1
72350068442726659,5,2
72340172838142221,4,0
72342376173076739,3,-1
72340177149952259,4,-2
360570548989788422,2,3
72341272383260161,3,5
72340172854855171,3,4
72903127103242499,2,-6
73748647233257731,4,4
72340172854853901,3,0
72340190034723075,4,-1
72340172905185542,3,3
72340172972294913,2,25
72340181444789761,4,5
72340172854986241,3,4
72348968931099393,4,-4
72340172854856961,4,1
72340181444788486,3,3
72340177149822721,5,-1
72340177149821699,5,-6
72340177200153345,3,2
72340177149952769,4,-1
73747552016597251,3,0
72341272349707521,4,3
216455365225677059,2,-9
72903127103243009,3,-2
72340177149821191,0,-7
72340172855640321,3,2
72340190034723585,4,2
72342376173077249,4,2
72340172905513217,3,5
72340181445116161,4,5
72340172972425473,1,25
72626045861298945,1,2
72340172855182081,2,5
72342371878110721,2,-1
72340181478343425,3,-3
72340172888801537,2,2
72906421326381315,5,-3
72342371878437121,1,3
72340172905186817,1,4
72345674691182851,3,3
72340177150214401,2,5
72340172838273795,2,-3
72340172854854406,4,2
72345674691183361,3,3
72340181478473985,3,-2
72340172855181571,4,4
72340190034854145,4,0
72342376173207809,2,4
72341272383258886,3,5
72340181478342915,3,-4
72340177200283905,3,-1
72340190085054721,2,25
72340211492782339,4,0
72342371911794945,3,-2
72340173005849089,4,7
72340181562228993,2,25
72340172888409857,1,-3
72340185823641857,3,5
72340173005914369,2,5
72340172989202689,3,2
72340194329690371,2,-2
72340172989072129,3,3
72340181579006209,3,4
72340211492782849,4,3
72340211492913409,4,3
72340173005848834,4,9
72340177216930561,5,0
72340177216930051,5,-1
72340207197946113,3,25
72340194329690881,5,2
72340177300816129,3,2
72340190101831937,3,5
72345670412992771,4,4
72340177217061121,3,6
72343471372960007,4,-3
72340177334370561,3,5
72340215787749889,4,5
72340194329821441,4,5
72342384746234115,4,-3
72340173173620993,1,2
72340177133830401,4,3
72342376156627201,3,5
72340177166926081,4,8
72340172989071619,3,0
72340172972294403,3,-4
72340177133372161,4,5
72342371878109446,3,3
72903122841830145,3,-3
72340177133371651,3,4
72340215787815169,4,5
72341280939639046,5,5
72345670412993281,4,4
72340185756532995,4,0
72340185723371777,4,2
72340207197815553,3,-3
72340172888539395,2,-5
72340177166599681,3,5
72340215787749634,3,8
73747547721695491,4,3
72342371911664385,3,-3
72340185722980097,4,-1
72340185756533505,4,-1
72340172838142726,2,4
72340185723110145,4,-2
72903122808276481,2,3
72903122841829635,3,-4
72903127086466561,4,4
72342371911663875,3,-5
72340185723109635,4,-2
72340177133176321,4,4
72342376156300801,4,2
72340190018273537,4,4
72340177133047041,4,1
72340172888539905,2,-5
72341272349835526,4,3
72341272349836801,5,4
72344570884587782,5,2
72341272349704966,4,4
72340177133045251,4,-2
73747547738407171,4,0
72340185722979075,3,-4
72903122808275206,3,0
72904222303127041,5,4
72340190017945862,3,4
72340190017947137,4,4
72342376156299526,4,3
72342384746234625,4,-3
72340172888408835,3,-6
72903135676399875,4,-6
72623846838042886,3,3
72340185722978567,0,-5
72340185756664065,3,-5
72621647814853379,2,0
216455365208899846,4,0
72621647814787341,4,0
72340177166598406,4,3
72903127086465286,4,4
216455360964264195,4,-6
72341272349704461,4,0
72340172888408327,4,-6
216455360930709766,3,-2
216456460425560326,3,0
72341272349705731,5,4
72340177133175046,2,3
72340177133044486,4,0
72340207197815043,4,-6
72340177133043981,3,-2
72904222303125766,5,3
